"","mean","sd","2.5%","25%","50%","75%","97.5%","Rhat","n.eff","overlap0","f"
"int",3.07409754660237,0.247860517868089,2.59925081309619,2.90750498435521,3.07224902363635,3.22865572682937,3.60784209329244,1.07481936261583,33,0,1
"site.beta[1]",0,0,0,0,0,0,0,NA,1,0,1
"site.beta[2]",0.0137056876529981,0.152918336390832,-0.297696802501163,-0.0871560027700432,0.0150874111944691,0.113705408937481,0.320745055485491,1.0019896727654,1136,1,0.544
"site.beta[3]",-0.205874460763239,0.21121357323752,-0.622811999064423,-0.348821497252073,-0.206721531597417,-0.064042974214219,0.203502429774079,1.00190774441379,1614,1,0.837
"rain.beta",-0.183374918167702,0.141838442095034,-0.439679559672728,-0.282910691435706,-0.18588569413508,-0.0898407534725257,0.0971716618283142,1.00909796370744,241,1,0.887333333333333
"age.beta[1]",0,0,0,0,0,0,0,NA,1,0,1
"age.beta[2]",-0.157751337792624,0.326204726748087,-0.814833660351281,-0.374415667642758,-0.154485824785162,0.0575097483157548,0.488109566501733,1.0563590974796,43,1,0.686
"age.beta[3]",-0.0234489916725465,0.343799200623966,-0.6883171711357,-0.250224570156607,-0.0304398815181656,0.210351288675863,0.651923024553304,1.03045111040131,79,1,0.535
"age.beta[4]",-0.565035202956127,0.308649494884546,-1.16906816484111,-0.766672493303932,-0.56765948890048,-0.358917851778372,0.0355778968306085,1.04014041975822,58,1,0.966666666666667
"age.beta[5]",-0.178516404051594,0.366626366502427,-0.881835905271197,-0.420317397973776,-0.188867356250127,0.0559583905630727,0.565356044278857,1.02732315379763,81,1,0.698333333333333
"age.beta[6]",-0.72639266651868,0.344035609935722,-1.39609840176011,-0.957210718223832,-0.726716510083989,-0.494591798828702,-0.0388333877190333,1.04896276538775,50,0,0.980666666666667
"age.beta[7]",-1.76093981460411,0.29161612508708,-2.34282023302041,-1.94536501265343,-1.75369833555652,-1.56437592808675,-1.19731461144271,1.04919625334992,48,0,1
"age.beta[8]",-1.40963318710964,0.347615872411869,-2.09101450849921,-1.64851830939255,-1.40768279148472,-1.18112790996187,-0.706972010703651,1.03948427568245,59,0,1
"age.beta[9]",-2.09080062561622,0.343015126359427,-2.78422777203331,-2.30787901463553,-2.08556547581066,-1.85442253946584,-1.45391312206051,1.03712956531907,63,0,1
"age.beta[10]",-2.6496575017108,0.362329566283073,-3.38621252084274,-2.89200967408394,-2.64688553403478,-2.40685724784958,-1.93679827900095,1.02545017071365,86,0,1
"age.beta[11]",-3.61984182882842,0.513418428434185,-4.65750790398243,-3.95938166739588,-3.60624500102368,-3.27413117028795,-2.63678990867817,1.01868260228633,111,0,1
"age.beta[12]",-10.6333876796643,5.42439939716217,-24.3050900657741,-13.5714326354629,-9.48915057641994,-6.6113659715477,-3.63690254490464,1.0104248377268,362,0,1
"age.beta[13]",0.246029871168828,9.89471929868314,-18.9139516766071,-6.41343094453704,0.308026942626936,7.00738956306381,19.5583809595221,1.00180050740479,2057,1,0.514333333333333
"age.beta[14]",-0.115033127748148,9.75123844053125,-19.378551702977,-6.76535688516168,-0.183776529755346,6.69136626372751,19.0811421638255,1.00042829952758,3000,1,0.507333333333333
"rain.site.beta[1]",0,0,0,0,0,0,0,NA,1,0,1
"rain.site.beta[2]",0.362540819585101,0.172964220718581,0.0156745620372332,0.247569963863881,0.365194894751193,0.480395185185108,0.689842746330794,1.00701361174136,329,0,0.979666666666667
"rain.site.beta[3]",0.463327282107241,0.244280850943505,-0.0259289626647584,0.305483540488916,0.465107092845208,0.623683285481351,0.946641132523231,1.00339043374895,625,1,0.970333333333333
"p",0.95810605270831,0.00437694414288951,0.949327663429551,0.955233701491672,0.958288396022673,0.961117346542724,0.966478005987983,1.0006655099703,3000,0,1
"survival_diff_rain1[1]",0,0,0,0,0,0,0,NA,1,0,1
"survival_diff_rain1[2]",0.0251496674780432,0.0152535711023567,-0.00193708470585863,0.0148610066461725,0.0239954402075849,0.0346035363944863,0.0579195199184017,1.01112221657724,217,1,0.962
"survival_diff_rain1[3]",0.0522527033196779,0.0273294874242046,0.00737501467890538,0.0328809427763262,0.0489223760833356,0.0682819795744999,0.115162400387803,1.01136488945513,202,0,0.992
"survival_diff_rain500[1]",0,0,0,0,0,0,0,NA,1,0,1
"survival_diff_rain500[2]",-0.00813040418855993,0.00784559503011271,-0.0245345560862335,-0.0130486093514112,-0.00790854778040612,-0.00279896236294536,0.0067118426305738,1.0051638346725,454,1,0.853333333333333
"survival_diff_rain500[3]",-7.19011951938147e-05,0.0128185254961255,-0.0247765944340171,-0.00843702096995147,-0.000948969388939513,0.00810593250938366,0.0258794438664722,1.00147891631699,2106,1,0.522333333333333
"survival_diff_rain1000[1]",0,0,0,0,0,0,0,NA,1,0,1
"survival_diff_rain1000[2]",-0.0453826868537664,0.0292247197152471,-0.112611673994661,-0.0612578222307865,-0.0415114392216474,-0.0248040349940035,6.84847680570556e-05,1.01498302669276,170,1,0.974333333333333
"survival_diff_rain1000[3]",-0.0428113566674828,0.0349929954481615,-0.119118757691302,-0.0616172246261123,-0.0410931677553011,-0.0213032107954367,0.0231151360364651,1.01024371677899,261,1,0.920333333333333
"deviance",842.376449769196,30.2586443722055,784.630351804949,821.598537217089,841.038625551814,860.115430681063,904.067461204778,1.00123426799869,1175,0,1
